,ID,School
89034,454072,Wyoming (W)
268269,454127,Liberty
116083,454127,Penn St
53313,455899,Seattle U (W)
153027,455899,Seattle U (M)
272861,455906,Air Force (W)
83744,455906,Air Force (M)
208005,456093,SUNY Oneonta
216798,456093,Redlands
136563,456361,Seton Hall
212531,456361,Marywood
133304,456361,Connecticut
158391,456918,Missouri
136860,456918,Michigan
126883,456936,Kentucky
186063,456936,Clarion
110741,456994,Illinois Chicago (W)
137844,456994,Illinois-Chicago
146589,457001,IU Indianapolis
69463,457001,Western Ill
256255,457620,Illinois-Chicago
123581,457620,Illinois Chicago (W)
15551,457847,Western Ill
259588,457847,CSUB
110183,458216,William & Mary
218523,458216,UW-Stevens Point
324098,458669,McMurry
316927,458669,Kean University
104548,459303,Lindenwood
330903,459303,Saint Benedict
250552,459545,SMU
284459,459545,Nevada
131748,459561,Lehigh
138896,459561,Pacific
33392,459810,Michigan St
143904,459810,Texas
221950,459854,Stevens
187776,459854,Rose-Hulman
10302,459993,Oklahoma Baptist
307318,459993,Ouachita
311336,459993,UTPB
277692,460985,Northern Ariz
26282,460985,Boise St
224120,461040,Denison
161361,461040,Villanova
134312,461040,Florida St
149115,461044,St. Francis
165055,461044,Wagner
152748,461054,Seattle U (M)
86131,461054,Seattle U (W)
20888,461126,Idaho
242674,461126,Cleveland St
272627,461144,UNLV (W)
124698,461144,UNLV (M)
313070,461256,Northern State
304425,461256,WCU
241347,461398,Michigan
275805,461398,South Carolina
40440,461641,New Mexico
250786,461641,Cincinnati
140006,461726,Alabama
226903,461726,NYU
118896,462139,Findlay
358498,462139,Case Western
157171,462158,LIU
80461,462158,Western Ill
186733,462158,Lynn
105368,462458,Wyoming (W)
152763,462458,Wyoming (M)
277956,462470,St. Louis
318751,462470,Rhodes
83703,462488,Missouri St. (M)
258934,462488,Missouri St (W)
164564,462762,Ball State
88124,462762,Michigan St
77220,463612,Connecticut
347778,463612,Berry
181519,463931,Indy
169037,463931,King
110918,464808,SMU
185919,464808,West Chester
132726,466212,La Salle
147314,466212,Monmouth
78703,466240,Coast Guard
284537,466240,Colorado St.
238289,466249,Notre Dame
318312,466249,Saint Vincent
177687,466717,Henderson St.
187428,466717,Alfred
129378,466717,Cornell
136707,467284,Michigan
97994,467284,Denver
165798,467284,Florida
176016,467284,Saginaw Valley
150392,467284,Georgia
139633,468728,Auburn
145105,468728,Michigan
272502,468961,Air Force (W)
66435,468961,Air Force (M)
307149,468975,Drury
284443,468975,Air Force (W)
27282,469021,SIUC (W)
290823,469021,CSUB
161815,469803,Indiana
20175,469803,Texas
250451,471232,East Carolina
341922,471232,Lebanon Valley
43121,471645,Mt St Mary's
182509,471645,Fresno Pacific
192554,471667,SUNY Geneseo
89051,471667,Eastern Ill
83632,473927,UNC Asheville
295363,473927,Queens (NC)
146007,474597,Gardner-Webb
174062,474597,Oklahoma Baptist
87584,474783,Carson-Newman
150980,474783,Bucknell
41110,474912,Princeton
238694,474912,UNC
15303,476503,East Carolina
268087,476503,Liberty
72305,477863,Notre Dame
195241,477863,John Carroll
247475,478162,Colgate
319388,478162,Colorado College
22220,478281,Bowdoin
287252,478281,Columbia
108430,478380,Air Force (M)
260642,478380,Air Force (W)
162600,478728,Virginia
195035,478728,Pacific Lutheran
235243,478898,Grand Canyon
255852,478898,North Texas
347559,479014,Berry
292274,479014,Barton
230702,479105,Akron
94833,479105,William & Mary
8815,479126,Old Dominion (M)
242026,479126,Old Dominion (W)
53717,479361,Seattle U (W)
166973,479361,Seattle U (M)
104400,479365,Catawba
311327,479365,Nebraska Kearney
330659,479518,Carleton
343130,479518,Cedar Crest
286845,479518,Michigan
271574,479570,San Diego
284550,479570,San Diego St
279632,480154,Xavier
69182,480154,Wingate
354855,480154,MIT
286647,480154,Northwestern
267778,480154,Virginia MI
167575,480488,St. Louis
69590,480488,TCU
143972,480579,West Virginia
195739,480579,Hendrix
276624,481722,Lafayette
355200,481722,Rowan
146634,482226,Cleveland St
33530,482226,Louisville
263163,482400,Alabama
107453,482400,Indiana
129830,482423,Evansville (M)
119288,482423,Evansville (W)
230962,482540,Bowling Green
5158,482540,Eastern Mich
161565,482558,Ohio St
51167,482558,West Virginia
154782,482638,Cleveland St
87888,482638,Tennessee
228836,483294,Old Dominion (W)
100068,483294,Old Dominion (M)
189644,483441,Colby
63686,483441,Georgetown
174046,483789,Mines
7227,483789,Ohio Wesleyan
250210,484195,Stony Brook
65910,484195,Providence
111629,484284,IU Indianapolis
227643,484284,North Central
287850,484286,Missouri St (W)
83715,484286,Missouri St. (M)
238806,484364,NC State
19526,484364,IU Indianapolis
258971,484407,Missouri St (W)
26185,484407,Missouri St. (M)
280,484733,Texas A&M
187669,484733,Franklin
132164,484899,South Dakota St
198910,484899,VASSAR
216832,485891,Claremont MS
189231,485891,Grinnell
222380,485891,Gustavus
30595,485891,Western Colorado University
295158,485891,WCU
271337,485994,Illinois Chicago (W)
256589,485994,Illinois-Chicago
146238,486065,Illinois-Chicago
23178,486065,Illinois Chicago (W)
104290,486166,Kentucky
275260,486166,Vanderbilt
53483,486338,Illinois Chicago (W)
146101,486338,Illinois-Chicago
341135,486509,Hope College
253922,486509,Michigan
111574,486573,Michigan St
168043,486573,Xavier
225097,486824,Ohio Northern
180685,486824,Saginaw Valley
153200,486849,Florida St
111733,486849,Bryant U (M)
205807,486911,Greensboro Coll.
43395,486911,Hope College
188614,486944,Hope College
200122,486944,Olivet
188362,486991,Salisbury
34507,486991,Oklahoma Christi
129044,487006,Illinois-Chicago
104620,487006,Illinois Chicago (W)
212367,487062,Carleton
219324,487062,Baruch
130112,487062,Missouri St (W)
186758,487726,Lynn
42547,487726,Seton Hall
306216,488039,NDC
292566,488039,Tiffin
230475,488155,Monmouth
341656,488155,Arcadia
185392,488215,Henderson St.
227909,488215,Hartwick
46024,488215,Providence
152964,488215,Grand Canyon
131427,488215,Auburn
293248,488273,Lindenwood
16984,488273,Fla Atlantic (W)
267922,488281,Old Dominion (W)
74155,488281,Old Dominion (M)
80119,488387,Rochester
238135,488387,NC State
220525,488530,Warren Wilson
188779,488530,Albright
282694,488653,UNC Asheville
56735,488653,Pittsburgh
254332,488653,James Madison
144588,488818,Wisconsin
166696,488818,South Dakota
273987,488854,Cincinnati
262776,488854,California
241036,488973,Iowa
280381,488973,Ohio St
187982,489091,Susquehanna
139014,489091,Cal Poly
315396,489273,YCP
303746,489273,Clarion
171664,489478,TAMPA
151188,489478,Boston U
192098,489478,Cal Lutheran
162567,489479,Notre Dame
190958,489479,Whitman
217133,489563,Cal Lutheran
191247,489563,Ohio Northern
134359,489620,Florida St
186948,489620,TAMPA
164858,490693,Hawaii
71765,490693,Arizona St
159154,490906,Lafayette
197278,490906,Wheaton IL
41753,491212,San Diego St
337548,491212,Pomona-Pitzer
333624,491475,Kenyon
232423,491475,Wagner
259155,491525,Missouri St (W)
123697,491525,Missouri St. (M)
66620,491858,Pittsburgh
283516,491858,Milwaukee
133217,491898,Xavier
110051,491898,Northwestern
219714,492003,Carthage
22311,492003,Illinois Chicago (W)
129133,492003,Illinois-Chicago
177571,492003,Drury
81539,492100,St. Cloud St.-W
180668,492100,St. Cloud St.-M
146467,492131,Illinois-Chicago
119398,492131,Illinois Chicago (W)
279480,492161,Connecticut
286191,492161,Fordham
138403,492647,Evansville (M)
31015,492647,Evansville (W)
138400,492650,Evansville (M)
22396,492650,Evansville (W)
132922,493150,West Virginia
130553,493150,Bryant U (M)
222573,493150,St. Mary's MD
355546,493193,Husson
123475,493193,Maine
53226,493278,California
209255,493278,Luther
111566,493297,Michigan St
166613,493297,South Dakota
134514,493804,Pittsburgh
192739,493804,Wash U. MO
227992,493866,Hartwick
195111,493866,Puget Sound
75390,494233,Illinois Chicago (W)
256436,494233,Illinois-Chicago
146090,494249,IU Indianapolis
174587,494249,Saint Leo
110175,494390,Youngstown St
167385,494390,Fordham
205795,494390,Virginia Wesleya
12469,494430,Penn
165765,494430,Kentucky
165318,494430,Southern Cali
153626,494569,Pittsburgh
165801,494569,Tennessee
121487,494569,William & Mary
61140,494604,Drew
191416,494604,Randolph
290514,494985,Mt St Mary's
76308,494985,Army
239438,494998,Cincinnati
283406,494998,Delaware
114490,495060,Siena
290341,495060,Canisius
237158,495090,Penn St
275735,495090,Georgia
83243,495107,TCU
248354,495107,Grand Canyon
344885,495123,Kean University
242424,495123,Marshall
267372,495128,Bryant U (W)
92177,495128,Bryant U (M)
282971,495249,Seton Hall
281403,495249,Pittsburgh
199261,495276,Ithaca
34313,495276,Arizona St
244832,495447,Air Force (W)
16237,495447,Air Force (M)
56120,495460,Auburn
241112,495460,Minnesota
284489,495515,Air Force (W)
92160,495515,Air Force (M)
268893,495539,Cleveland St
27043,495539,Houston
135543,495669,NC State
150933,495669,Alabama
157507,495945,Arizona
152290,495945,UN Omaha
227768,495977,IWU
90118,495977,Rose-Hulman
231889,496394,Air Force (W)
74463,496394,Air Force (M)
303186,497024,Concordia Irvine
317500,497024,Whitman
233422,500339,Arizona
291074,500339,Hawaii
132689,501104,La Salle
156815,501104,Hawaii
19603,501648,Arizona
153758,501648,Notre Dame
177213,501834,UMSL
131777,501834,Boston U
190849,501834,Linfield
226363,501834,SUNY Geneseo
80748,502610,TCU
168158,502610,Seton Hall
102011,502749,Sioux Falls
311306,502749,Oklahoma Christi
238136,502871,Louisville
260377,502871,Nevada
37443,502884,LSU
275145,502884,Texas A&M
51792,502913,Arkansas
290199,502913,Houston
76362,502958,Vanderbilt
298817,502958,Queens (NC)
157480,503113,Cincinnati
42337,503113,Missouri St. (M)
130073,503113,Missouri St (W)
296453,503296,Grand Valley
236137,503296,West Virginia
52971,503456,Florida St
167193,503456,Fla Atlantic (M)
47112,503881,Pittsburgh
289513,503881,North Texas
157978,504523,Arizona
12179,504523,Auburn
223549,504659,Worcester Poly
206879,504659,Occidental
160119,504740,Wyoming (M)
20065,504740,Wyoming (W)
169893,504786,Indy
95463,504786,UNC Wilmington
84085,504889,Old Dominion (M)
268359,504889,Old Dominion (W)
284737,505065,San Diego St
253497,505065,Minnesota
57070,505124,Colorado St.
287769,505124,Illinois Chicago (W)
72964,505228,Stevens
188774,505228,King's
138703,505228,Missouri St (W)
304703,505282,Colorado Mesa
74816,505282,Dixie State
12689,505424,South Dakota St
194312,505424,Hamline
61436,505572,Missouri St. (M)
271025,505572,Missouri St (W)
286934,505582,Purdue
16313,505582,South Carolina
338906,505592,Case Western
360032,505592,Rose-Hulman
50323,505638,Delta State
306975,505638,Indy
279789,505663,Iowa
253059,505663,Penn St
92327,505673,Houston
291173,505673,Washington St.
274807,505829,Pepperdine
314824,505829,Keene St.
270974,506040,Little Rock
357357,506040,BSC
275855,506373,Missouri
228950,506373,FGCU
94879,506373,Arizona St
250504,506402,SMU
321060,506402,Wells
184661,507396,NMU
69664,507396,Grand Canyon
56454,507468,Villanova
276820,507468,Holy Cross
197541,507479,Carthage
61043,507479,Adams St.
144678,508046,Ohio St
162919,508046,Florida St
239167,508083,UMBC
282640,508083,FGCU
160830,508161,Fordham
194824,508161,Kenyon
101304,508260,Pittsburgh
286229,508260,George Mason
19772,508314,Arizona St
286040,508314,Duquesne
193025,508325,UW-L
118819,508325,Illinois Chicago (W)
137888,508325,Illinois-Chicago
272939,508453,UNLV (W)
32009,508453,UNLV (M)
8054,508487,Florida St
179057,508487,Queens (NC)
96053,508498,UNLV (M)
260544,508498,UNLV (W)
30776,508605,Hawaii
177100,508605,Drury
273785,508623,Houston
241062,508623,Iowa
291628,508642,California
236884,508642,Northwestern
160359,508651,Wyoming (M)
103452,508651,Denver
7841,508719,East Carolina
150658,508719,Tennessee
242192,508784,FGCU
103287,508784,East Carolina
310502,508845,Lynn
255769,508845,Florida Int'l
287178,508855,Rutgers
234187,508855,Missouri
46188,508966,San Jose St
236343,508966,West Virginia
290081,508971,TCU
281142,508971,Florida St
141551,508979,NC State
20151,508979,Louisville
111239,508997,Connecticut
145314,508997,Northwestern
133076,509263,TCU
158058,509263,LSU
266936,510521,Northern Colo
281582,510521,Virginia Tech
267519,510538,Bryant U (W)
32016,510538,Bryant U (M)
296664,510586,Indy
232128,510586,Boise St
80198,510603,Youngstown St
159679,510603,UN Omaha
222760,510861,Wesleyan
195853,510861,Claremont MS
177512,511054,UMSL
81558,511054,McKendree
313106,511241,Augustana (W)
258898,511241,SIUC (W)
197700,511361,Augustana
81809,511361,Monmouth
234034,511606,Kentucky
272596,511606,New Mexico
175551,512489,Malone
105719,512489,Eastern Ill
150320,512537,South Carolina
171202,512537,Queens (NC)
235902,516774,St. Bonaventure
280458,516774,Rutgers
253864,517411,Indiana
284103,517411,Akron
69232,517828,NC State
158202,517828,South Carolina
28131,517993,UNLV (M)
336997,517993,Redlands
272324,517993,UNLV (W)
121942,518028,NJIT
167667,518028,George Mason
189703,518103,Wesleyan
195366,518103,Lynchburg
150433,519821,LSU
188073,519821,Neb Wesleyan
74176,520008,Old Dominion (M)
229128,520008,Old Dominion (W)
38168,520025,Findlay
346534,520025,John Carroll
103936,520165,Alabama
260355,520165,New Mexico
110065,520393,Brigham Young
228724,520393,Campbell
351658,520393,Sou. Virginia
287650,520410,Missouri St (W)
50116,520410,Missouri St. (M)
250556,520410,Houston
189849,520772,Connecticut
89060,520772,Binghamton
63322,520815,UNC
165711,520815,Tennessee
289853,521144,East Carolina
305460,521144,Rollins
339639,521814,Scranton
58007,521814,Malone
97636,521965,Hamilton
236136,521965,Kansas
7919,522770,Denver
167053,522770,Grand Canyon
195014,522770,Linfield
261387,522983,Wagner
285641,522983,New Hampshire
149193,522987,St. Francis
171425,522987,Carson-Newman
268340,523182,Old Dominion (W)
7609,523182,Old Dominion (M)
153033,523344,Grand Canyon
154620,523344,Oakland
19329,524819,Piedmont
341691,524819,FDU-Florham
342088,525290,Grinnell
317758,525290,Puget Sound
45411,526257,Amherst
358219,526257,SUNY Geneseo
269467,526260,Princeton
333019,526260,Ramapo
285743,526329,Bryant U (W)
75538,526329,Bryant U (M)
260388,526367,Air Force (W)
125193,526367,Air Force (M)
250211,526412,UMBC
343984,526412,Bates
286444,526412,George Mason
81007,526561,UNC
168882,526561,UNC Wilmington
164157,526765,Rider
130260,526765,Brigham Young
226385,526998,SUNY Fredonia
147599,526998,Canisius
12727,527051,Binghamton
207960,527051,SUNY Geneseo
196062,527321,McMurry
219582,527321,Augustana
358127,527895,SUNY Oswego
279558,527895,Xavier
282173,528735,Virginia Tech
320721,528735,Utica
92006,529148,Minnesota
287142,529148,Rutgers
318672,529601,Purchase College
358290,529601,SUNY Brockport
151539,529957,Army
217096,529957,Caltech
116428,530115,American
283077,530115,Towson
264271,532069,Arkansas
289526,532069,East Carolina
186615,532793,TAMPA
46301,532793,Florida St
15183,532856,Air Force (M)
231979,532856,Air Force (W)
103083,537848,Niagara
144508,537848,Indiana
138746,537848,Pacific
266197,539004,South Dakota St
297450,539004,Sioux Falls
284620,539083,San Diego St
239530,539083,Tulane
167797,539185,Cincinnati
53064,539185,Iowa
206346,540840,USMMA
191808,540840,Berry
328645,541571,Salisbury
85524,541571,Norwich
46880,542537,Ohio St
273784,542537,East Carolina
130092,542901,Missouri St (W)
104698,542901,Missouri St. (M)
172835,542901,Jewell
118972,543868,Illinois Wesleyan University
307393,543868,Delta State
324398,543868,IWU
7654,544612,Florida St
275633,544612,Florida
129406,545017,Penn
168577,545017,Minnesota
164683,545080,Miami (Ohio)
98334,545080,Ohio St
255283,545265,North Florida
291944,545265,Cal Baptist
226278,545685,SUNY New Paltz
48730,545685,Messiah
231840,546586,UNLV (W)
8997,546586,UNLV (M)
189126,547257,Grinnell
226898,547257,Wash U. MO
306241,547505,NDC
124595,547505,Cleveland St
214390,547635,Denison
163978,547635,Cornell
275767,548229,Georgia
287095,548229,Wisconsin
160754,548707,Fordham
145590,548707,Drexel
333634,548862,Kenyon
345417,548862,Wooster
215491,548998,Mount Union
112723,548998,Edinboro
220237,549013,Alfred State
34326,549013,Cleveland St
271106,549371,Missouri St (W)
51039,549371,Missouri St. (M)
356307,550087,George Fox
70643,550087,Willamette
350815,550717,Augustana
323730,550717,Hendrix
346761,551062,W&L
285210,551062,Loyola (MD)
118868,551297,Incarnate Word
276728,551297,U.S. Navy
307481,551333,Ouachita
87271,551333,Eastern Ill
101483,551373,Illinois Chicago (W)
256309,551373,Illinois-Chicago
24321,551548,Augustana (W)
176280,551548,Augustana (M)
154469,553366,Gardner-Webb
133107,553366,Xavier
152747,555201,Wyoming (M)
33896,555201,Wyoming (W)
155093,555201,IU Indianapolis
184484,555215,St. Cloud St.-M
54145,555215,St. Cloud St.-W
69147,555323,L&C
291567,555323,Arizona
9049,556696,Bryant U (M)
245416,556696,Bryant U (W)
168299,557442,Indiana
23015,557442,Pittsburgh
96907,558020,Valparaiso (M)
259526,558020,Valparaiso (W)
269055,558020,Wis.- Green Bay
26358,558138,California
288885,558138,Florida
99635,558293,Alfred State
221623,558293,Calvin
143432,559132,Fordham
174380,559132,Wingate
222097,559938,St. Norbert
169428,559938,Grand Valley
175627,564293,Malone
89097,564293,Tiffin
205971,565238,UC Santa Cruz
149176,565238,LIU
339010,566199,UW-Oshkosh
354387,566199,Middlebury
46392,566683,Florida St
163442,566683,Oakland
272675,566695,Air Force (W)
67034,566695,Air Force (M)
287827,566755,Missouri St (W)
92556,566755,Missouri St. (M)
132216,567020,South Dakota St
200243,567020,Olivet
40219,567020,"University of Olivet, The"
228112,567322,Manchester
132540,567322,Air Force (M)
86120,567815,UW-Stevens Point
313761,567815,Millersville
172260,567847,Wayne State
103124,567847,NYU
138252,567847,Monmouth
248223,567906,Grand Canyon
304994,567906,Queens (NC)
78591,568339,Wesleyan
284395,568339,Nevada
134856,569087,Florida St
164796,569087,Hawaii
167450,569118,Massachusetts
111478,569118,Boston College
217527,569282,SUNY Brockport
25363,569282,Ithaca
54004,570192,NDC
214842,570192,Hiram College
188777,572180,Wilkes
187161,572180,Ursinus
164671,573399,Miami (Ohio)
71593,573399,Ohio St
203162,573564,Worcester Poly
174252,573564,Lenoir-Rhyne
337209,574639,Whittier College
240123,574639,Texas
107902,574760,Air Force (M)
286230,574760,Duquesne
244916,574760,Air Force (W)
4442,574972,Illinois Chicago (W)
242759,574972,Illinois-Chicago
141697,575258,UNC
48221,575258,Arizona
104551,575642,Nebraska Kearney
342901,575642,Macalester
232841,575642,Tulane
124702,575796,Central Conn St
286146,575796,Massachusetts
314825,575863,E. Connecticut
298289,575863,Oklahoma Baptist
267156,576003,Bryant U (W)
74507,576003,Bryant U (M)
200722,576064,Lycoming
20521,576064,Wheaton MA
270886,576161,Illinois Chicago (W)
256681,576161,Illinois-Chicago
95451,577029,Texas
185139,577029,Drury
53716,579061,Wyoming (W)
167020,579061,Wyoming (M)
121133,579649,Howard
165866,579649,Georgia
38409,579676,Barton
312127,579676,Lewis
25910,579790,UNC Asheville
281982,579790,UNC
62445,580228,Evansville (W)
138494,580228,Evansville (M)
168214,580808,Wisconsin
23543,580808,Minnesota
146632,581423,IU Indianapolis
163602,581423,Oakland
63568,581522,Georgia
162585,581522,Duke
154388,581836,Fla Atlantic (M)
69607,581836,Fla Atlantic (W)
290669,587115,Iona Coll
104565,587115,Whitman
177745,587249,Montevallo
224493,587249,Kenyon
278404,593407,Fordham
116085,593407,Indiana
245970,593418,UCLA
69060,593418,Sacred Heart
349223,594460,CMU
41930,594460,Kalamazoo
153427,596689,Pittsburgh
167457,596689,Fordham
42974,597750,Wis.- Green Bay
180152,597750,Emmanuel
255201,597959,Gardner-Webb
271371,597959,Northern Iowa
314882,597959,Mary Washington
107813,598156,Wis.- Green Bay
312907,598156,St. Cloud St.-W
325552,598204,F&M
319907,598204,UWEC
118761,598309,McKendree
196051,598309,Colorado College
185135,599501,Quincy
133960,599501,Delaware
192949,599501,UW-Stevens Point
116921,599964,Concordia
310802,599964,Malone
224355,601851,Denison
51340,601851,Fresno Pacific
55324,601890,Bethany
225546,601890,W&J
128909,601986,Gardner-Webb
215939,601986,Lynchburg
162541,602149,Duke
133437,602149,Purdue
157098,602208,Cal Poly
136736,602208,Ohio St
52674,603807,Seattle U (W)
152830,603807,Seattle U (M)
124441,604993,Cincinnati
283211,604993,UNC Wilmington
306360,605426,Ashland
318605,605426,Grove City
177087,606004,Lewis
171084,606004,Colorado Mesa
290963,606969,Incarnate Word
244056,606969,Illinois St
84303,607175,LSU
288448,607175,South Carolina
284555,607822,Air Force (W)
343631,607822,Bowdoin
104557,607822,Air Force (M)
53641,607988,Auburn
191525,607988,Lynchburg
47221,608183,Missouri St. (M)
287948,608183,Missouri St (W)
167243,608230,Fla Atlantic (M)
12431,608230,Fla Atlantic (W)
189065,608624,Grinnell
132157,608624,Western Ill
154626,608639,Wis.- Green Bay
164513,608639,Illinois-Chicago
176096,609113,St. Cloud St.-M
8273,609113,St. Cloud St.-W
228739,609915,Liberty
313770,609915,Millersville
50122,610301,UNC
333401,610301,Kenyon
105098,610312,Louisville
168617,610312,UNC Wilmington
45012,610321,South Carolina
283177,610321,UNC Wilmington
252049,610429,Texas
242834,610429,Oakland
154581,610433,Fla Atlantic (M)
126914,610433,Fla Atlantic (W)
262924,610466,California
290245,610466,Texas
274227,610487,Arizona St
286372,610487,Fordham
183960,610489,TAMPA
134273,610489,Louisville
281899,610614,UNC
275629,610614,Vanderbilt
262811,610614,UCLA
47313,611515,Lafayette
322844,611515,John Carroll
139667,612354,LSU
155346,612354,Penn
199090,613335,Rensselaer
192033,613335,Claremont MS
99246,613373,Hartwick
222629,613373,Cabrini
190154,613925,Ramapo
223767,613925,WPUNJ
279840,614754,Nebraska
232937,614754,East Carolina
288946,614852,Georgia
78833,614852,Iowa
281707,615553,Virginia Tech
264150,615553,Florida
127301,616606,Alabama
162709,616606,Louisville
699,616693,George Mason
215810,616693,Lynchburg
255857,616758,Old Dominion (W)
49953,616758,Old Dominion (M)
112884,616772,Barry U
213370,616772,Bates
152149,616786,Denver
165258,616786,Arizona
254961,616800,Gardner-Webb
242436,616800,Florida Int'l
279871,616820,Ohio St
285807,616820,Maine
22765,618361,West Virginia
168804,618361,William & Mary
332734,618606,Coast Guard
234771,618606,Lehigh
31127,618771,Florida St
157539,618771,Arizona St
306902,619267,McKendree
28457,619267,Florida Southern
42995,619393,Columbia
227321,619393,Dickinson
175070,619425,Bloomsburg
187085,619425,Ursinus
118192,620039,Catholic UA
355550,620039,Maine Maritime
188133,620191,RIT
203625,620191,Rowan
358810,622449,UW-L
101082,622449,Wis.- Green Bay
154126,623088,Maine
53596,623088,Wagner
8636,623110,Nazareth
226802,623110,Rochester
132612,623466,Wyoming (M)
22702,623466,Wyoming (W)
11094,623467,Connecticut College
316265,623467,Connecticut
358412,623467,Emory
59755,626964,Beloit College
359635,626964,Carroll
94864,627699,Stony Brook
290431,627699,Canisius
279340,627699,Villanova
31967,628860,North Texas
274800,628860,Loy. Marymount
359630,630542,Augustana
237067,630542,Illinois
331251,630542,Westfield State
357553,630542,Berry
146261,630874,Illinois-Chicago
808,630874,Illinois Chicago (W)
76351,631733,Northern Ariz
284578,631733,Nevada
